point_id,building_id,last_updated,first_updated,point_name,point_description,tagged_units,point_value,point_type,point_type_id,measurement_id,equip_id,building_name,equip_count,point_count,sq_ft,borough,building_type,equip_type_abbr,equip_type_name,equip_tags,county
310008,441,2019-06-14 04:05:00+00:00,2019-02-18 15:30:00+00:00,225 E 149th St. Boiler-1 Air Temp,,?,48.22,Virtual,434,18,28797,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310079,441,2021-01-01 04:45:00+00:00,2019-10-06 16:45:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler Modulation Percent,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310078,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler Enable Cmd [Boiler 2],,?,AAAA,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310077,441,2021-01-01 04:45:00+00:00,2020-05-01 04:00:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler 2 Type,,?,1,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310076,441,2021-01-01 04:45:00+00:00,2019-10-06 16:45:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler 2 Running Time,,hours,0,Runtime Counter,281,35,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310075,441,2021-01-01 04:45:00+00:00,2020-05-01 04:00:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler 2 Cycles,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310074,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,245 E 149th St. Boiler Hot Water-2 Boiler 2 Condensing,,?,AAAB,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310073,441,2019-06-15 04:00:00+00:00,2019-02-19 02:09:37+00:00,245 E 149th St. Boiler-2 Unit Status,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310072,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Oxygen Level,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310071,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Outlet Temp,,?,108.15,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310070,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Inlet Temp,,?,108.57,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310069,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Flame Strength,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310068,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Fire Rate Out,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310067,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 Fire Rate In,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310066,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-2 FFWD Temp,,?,167.77,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310065,441,2019-06-15 04:00:00+00:00,2019-02-19 02:05:48+00:00,245 E 149th St. Boiler-2 Fault Code,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310064,441,2019-06-14 04:05:00+00:00,2019-02-19 02:05:00+00:00,245 E 149th St. Boiler-2 Exhaust Temp,,f,166.71,Exhaust Air Temperature,86,1,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310061,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-2 Supply Temperature,,f,131,Hot Water Supply Temperature,88,1,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310063,441,2019-06-14 04:05:00+00:00,2019-02-19 02:05:00+00:00,245 E 149th St. Boiler-2 Air Temp,,?,59.34,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310062,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-2 Type [Boiler 2],,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310060,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-2 Runtime [Boiler 2],,hours,0,Runtime Counter,281,35,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310059,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-2 Cycles [Boiler 2],,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310058,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,225 E 149th St. Boiler Hot Water-2 Condensing [Boiler 2],,?,AAAA,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310057,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-2 Boiler Modulation Percent,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310056,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,225 E 149th St. Boiler Hot Water-2 Boiler Enable Cmd,,?,AAAA,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310055,441,2019-06-15 04:00:00+00:00,2019-02-18 15:35:22+00:00,225 E 149th St. Boiler-2 Unit Status,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310054,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Oxygen Level,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310053,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Outlet Temp,,?,47.83,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310052,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Inlet Temp,,?,43.45,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310051,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Flame Strength,,?,100,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310050,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Fire Rate Out,,?,27,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310049,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Fire Rate In,,?,29,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310047,441,2019-06-15 04:00:00+00:00,2019-02-18 15:32:28+00:00,225 E 149th St. Boiler-2 Fault Code,,?,0,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310048,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 FFWD Temp,,?,75.88,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310045,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Air Temp,,?,48.22,Virtual,434,18,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310046,441,2019-06-14 04:05:00+00:00,2019-02-18 15:35:00+00:00,225 E 149th St. Boiler-2 Exhaust Temp,,f,181.68,Exhaust Air Temperature,86,1,28798,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310108,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Outlet Temp,,?,108.15,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310080,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Air Temp,,?,49.16,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310081,441,2019-06-14 04:05:00+00:00,2019-02-20 22:15:00+00:00,225 E 149th St. Boiler-3 Exhaust Temp,,f,177.94,Exhaust Air Temperature,86,1,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310082,441,2019-06-15 04:00:00+00:00,2019-02-18 15:36:19+00:00,225 E 149th St. Boiler-3 Fault Code,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310083,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 FFWD Temp,,?,75.88,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310084,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Fire Rate In,,?,29,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310085,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Fire Rate Out,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310086,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Flame Strength,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310087,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Inlet Temp,,?,43.69,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310088,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Outlet Temp,,?,43.45,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310089,441,2019-06-14 04:05:00+00:00,2019-02-18 15:40:00+00:00,225 E 149th St. Boiler-3 Oxygen Level,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310090,441,2019-06-15 04:00:00+00:00,2019-02-18 15:38:15+00:00,225 E 149th St. Boiler-3 Unit Status,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310091,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,225 E 149th St. Boiler Hot Water-3 Boiler Enable Cmd,,?,AAAA,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310092,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-3 Boiler Modulation Percent,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310093,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,225 E 149th St. Boiler Hot Water-3 Condensing [Boiler 3],,?,AAAA,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310094,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-3 Cycles [Boiler 3],,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310095,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-3 Runtime [Boiler 3],,hours,0,Runtime Counter,281,35,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310096,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-3 Supply Temperature,,f,131,Hot Water Supply Temperature,88,1,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310097,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Boiler Hot Water-3 Type [Boiler 3],,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310098,441,2020-10-28 17:45:00+00:00,2020-05-01 04:00:00+00:00,225 E 149th St. Pump Boiler Hot Water-3 Pump Runtime [Boiler 3],,hours,0,Runtime Counter,281,35,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310099,441,2021-01-01 04:45:00+00:00,2019-01-13 17:30:00+00:00,225 E 149th St. Pump Boiler Hot Water-3 Pump Status [Boiler 3],,?,AAAA,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310100,441,2019-06-14 04:05:00+00:00,2019-02-19 02:05:00+00:00,245 E 149th St. Boiler-3 Air Temp,,?,59.34,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310101,441,2019-06-14 04:05:00+00:00,2019-02-19 02:05:00+00:00,245 E 149th St. Boiler-3 Exhaust Temp,,f,166.71,Exhaust Air Temperature,86,1,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310102,441,2019-06-15 04:00:00+00:00,2019-02-19 02:05:48+00:00,245 E 149th St. Boiler-3 Fault Code,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310103,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 FFWD Temp,,?,167.77,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310104,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Fire Rate In,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310105,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Fire Rate Out,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310106,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Flame Strength,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310107,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Inlet Temp,,?,108.57,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310109,441,2019-06-14 04:05:00+00:00,2019-02-19 02:10:00+00:00,245 E 149th St. Boiler-3 Oxygen Level,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
310110,441,2019-06-15 04:00:00+00:00,2019-02-19 02:09:37+00:00,245 E 149th St. Boiler-3 Unit Status,,?,0,Virtual,434,18,28799,88737,20,1293,551143.0,bronx,Multifamily,BLR,Boiler,"['boiler', 'hvac']",bronx
